ID	SEX	BIRTH	DOD	REMOVE DATE	DAM	SIRE	BEHAVIORAL MOM	CS STATUS	GROUP AT BIRTH	CS BIRTH SEASON	Comments
i91F07	m	21/02/1991		24/02/1992			F07	Remove	L	1991	
i91D16	m	23/02/1991		24/02/1992			D16	Remove	L	1991	
X24	m	24/02/1991		01/02/1995			I44	Remove	F	1991	
i91L50a	f	27/02/1991		24/02/1992			L50	Remove	L	1991	
X22	f	28/02/1991		09/02/1995			E76	Remove	F	1991	
X11	f	02/03/1991		24/01/1994			I00	Remove	Q	1991	
X41	m	03/03/1991	25/03/1992				747	Dead	Q	1991	
X88	m	03/03/1991		09/02/1995			L84	Remove	F	1991	
i91898	m	05/03/1991		27/01/1992			898	Remove	T	1991	
i91405	m	05/03/1991	01/01/1992				405	Dead	L	1991	
i91I01	f	08/03/1991		29/01/1992			I01	Remove	T	1991	
i91I09	f	08/03/1991		03/02/1992			I09	Remove	T	1991	
i91965	m	08/03/1991		24/02/1992			965	Remove	L	1991	
V97	f	08/03/1991	02/03/1992				H02	Dead	R	1991	
i91J25	f	08/03/1991		16/03/1992			J25	Remove	L	1991	
i91966	m	11/03/1991		24/02/1992			966	Remove	L	1991	
X89	m	11/03/1991		08/02/1995			J61	Remove	R	1991	
i91I82	m	12/03/1991		24/02/1992			I82	Remove	L	1991	
i91L73	m	14/03/1991	14/03/1991				L73	Dead	L	1991	
i91L71	m	16/03/1991		26/02/1992			L71	Remove	L	1991	
X26	f	18/03/1991	24/07/1992				896	Dead	Q	1991	
V85	m	19/03/1991		20/01/1995			573	Remove	F	1991	
X49	m	19/03/1991		26/01/1995			693	Remove	F	1991	
X72	f	21/03/1991	19/03/1992				D83	Dead	R	1991	
i91I94	f	23/03/1991		27/01/1992			I94	Remove	T	1991	
i91G40	f	23/03/1991		16/03/1992			G40	Remove	L	1991	
i91G65	m	24/03/1991		24/02/1992			G65	Remove	L	1991	
X42	m	25/03/1991		20/01/1995			I68	Remove	F	1991	
i91A58	m	26/03/1991		24/02/1992			A58	Remove	L	1991	
i91K30	f	28/03/1991		16/03/1992			K30	Remove	L	1991	
i91L47	f	29/03/1991		18/03/1992			L47	Remove	L	1991	
i91D80	m	31/03/1991		27/01/1992			D80	Remove	T	1991	
i91G32	f	31/03/1991		12/03/1992			G32	Remove	L	1991	
i91587	f	06/04/1991	10/06/1991				587	Dead	T	1991	
i91660	m	07/04/1991	09/04/1991				660	Dead	L	1991	
i91233	f	08/04/1991	18/06/1991				233	Dead	Q	1991	
i91A65	m	09/04/1991		24/02/1992			A65	Remove	L	1991	
X92	m	15/04/1991	12/11/1992				F38	Dead	V	1991	
i91K23	f	15/04/1991		16/03/1992			K23	Remove	L	1991	
V77	m	16/04/1991		16/02/1995			L92	Remove	F	1991	
i91L52	f	20/04/1991		18/03/1992			L52	Remove	L	1991	
i91964	f	29/04/1991		02/03/1992			964	Remove	L	1991	
i91I70	m	02/05/1991	01/01/1992				I70	Dead	F	1991	
i91H74	f	04/05/1991	01/01/1992				H74	Dead	F	1991	
i91I07	f	06/05/1991	01/01/1992				I07	Dead	F	1991	
i91709	m	13/05/1991		24/02/1992			709	Remove	L	1991	
V88	f	26/06/1991		11/01/1995			F23	Remove	F	1991	
V71	f	09/04/1990		11/01/1995		I30	K17	Remove	F	1990	
T54	m	27/01/1990		23/01/2002	G11	H92	G11	Remove	S	1990	
V29	m	21/02/1990	24/06/2001		483	H79	483	Dead	L	1990	
T77	m	18/04/1990		01/02/1995	A94	H79	I44	Remove	F	1990	
T51	f	22/01/1990		03/02/2004	E04	G26	E04	Remove	S	1990	
T57	m	06/01/1990	23/04/2009			G23	803	Dead	R	1990	
T52	m	14/04/1990		02/04/2004	I95	G21	I95	Remove	S	1990	
V04	f	15/01/1990		29/01/2002		F32	573	Remove	F	1990	
V05	f	28/01/1990	28/01/2008			F32	F19	Dead	F	1990	
V37	f	28/01/1990	10/03/2010		F25	F08	F25	Dead	F	1990	
V60	f	26/12/1989	14/04/2009		H45	F05	H45	Dead	R	1990	
T56	m	24/01/1990		08/02/1995	C63	F05	C63	Remove	R	1990	
T84	f	20/02/1990	25/02/2014		953	F05	953	Dead	S	1990	
V44	f	25/02/1990	21/09/2007		D92	F05	D92	Dead	R	1990	
T99	f	01/01/1990		16/03/1992	G81	F00	G81	Remove	L	1990	
T98	f	01/02/1990	19/12/2005		845	E99	845	Dead	L	1990	
T29	m	14/02/1990		28/02/2002	J85	E97	J85	Remove	F	1990	
V72	f	28/01/1990	24/09/2013		I63	E54	I63	Dead	F	1990	
V65	f	21/02/1990	14/09/2009		K11	E54	K11	Dead	F	1990	
V53	f	26/02/1990		21/02/1994		D71	K47	Remove	Q	1990	
V51	f	12/03/1990		10/02/1994		D71	745	Remove	Q	1990	
V34	m	26/04/1990	30/03/1996		I70	D38	I70	Dead	F	1990	
V45	m	16/01/1990	11/04/2006		C38	C98	C38	Dead	F	1990	
T88	m	19/05/1990	15/09/2011		577	C98	577	Dead	F	1990	
T86	f	17/02/1990		21/01/2004	B64	C84	B64	Remove	S	1990	
T53	m	02/02/1990	17/11/2011		I56	C78	I56	Dead	S	1990	
V58	f	03/02/1990		23/02/2010	699	C18	699	Remove	F	1990	
V57	f	08/02/1990		13/01/1995		C18	E76	Remove	F	1990	
T94	f	24/01/1990	04/12/2000		971	B01	971	Dead	R	1990	
T82	m	05/03/1990	04/01/2014		678	B01	678	Dead	S	1990	
T95	f	24/01/1990	05/09/2011		D07	A34	D07	Dead	R	1990	
T83	f	16/02/1990	16/12/2011		H64	788	H64	Dead	S	1990	
T55	m	29/01/1990		09/02/1995		728	H57	Remove	R	1990	
T87	m	14/03/1990		26/01/1995	I21	722	I21	Remove	S	1990	
V16	f	29/03/1990		29/01/1992		708	I94	Remove	T	1990	
V14	f	05/01/1990		27/01/1992		536	H60	Remove	T	1990	
i90J66	m	18/12/1989	19/12/1989				J66	Dead	R	1990	
V08	f	18/12/1989		25/01/1994			I22	Remove	Q	1990	
T45	m	25/12/1989		11/03/1992			A96	Remove	L	1990	
i90H78	f	26/12/1989	04/01/1990				H78	Dead	L	1990	
i90I34	m	26/12/1989	01/01/1991				I34	Dead	Q	1990	
i90J12	f	31/12/1989	09/02/1990				J12	Dead	R	1990	
i90I73	f	01/01/1990		12/03/1990			I73	Remove	I	1990	
i90B03	m	01/01/1990	06/04/1990				B03	Dead	F	1990	
i90585	f	04/01/1990		06/02/1990			585	Remove	I	1990	
V23	m	04/01/1990		26/02/1992			F09	Remove	L	1990	
V24	f	05/01/1990	22/01/2001				I31	Dead	R	1990	
T72	m	06/01/1990		23/02/1995			J29	Remove	F	1990	
T61	f	07/01/1990		24/02/1992			I04	Remove	L	1990	
V55	f	07/01/1990		20/01/1994			D81	Remove	Q	1990	
i90B85	f	08/01/1990		12/02/1990			B85	Remove	I	1990	
i90B68	f	09/01/1990		12/02/1990			B68	Remove	I	1990	
i90F02	f	09/01/1990	09/01/1990				F02	Dead	L	1990	
i90A25	m	09/01/1990		13/03/1990			A25	Remove	I	1990	
i90F38	m	09/01/1990	15/01/1991				F38	Dead	L	1990	
V74	f	09/01/1990		11/03/1992			966	Remove	L	1990	
V06	m	10/01/1990		13/01/1995			893	Remove	Q	1990	
T66	f	12/01/1990		02/03/1992			I27	Remove	L	1990	
i90E55	f	13/01/1990	29/01/1990				E55	Dead	R	1990	
i90J13	m	13/01/1990	01/01/1991				J13	Stillbirth	Q	1990	
i90950	f	14/01/1990		30/01/1990			950	Remove	I	1990	
i90H76	m	14/01/1990		01/02/1990			H76	Remove	I	1990	
i90I91	f	14/01/1990		05/02/1990			I91	Remove	I	1990	
i90G12	m	14/01/1990		15/02/1990			G12	Remove	I	1990	
i90I38	f	14/01/1990	14/02/1990				I38	Dead	T	1990	
V30	f	14/01/1990		11/03/1992			J25	Remove	L	1990	
T67	m	14/01/1990		16/03/1992			I03	Remove	L	1990	
i90234	f	15/01/1990	29/01/1990				234	Dead	I	1990	
i90D99	f	15/01/1990	02/03/1990				D99	Dead	I	1990	
V63	f	15/01/1990		02/03/1992			A91	Remove	L	1990	
V15	f	16/01/1990		27/01/1992			C58	Remove	T	1990	
i90C40	m	16/01/1990	15/01/1991				C40	Dead	F	1990	
T93	f	16/01/1990	18/11/1992				C26	Dead	F	1990	
i90432	m	17/01/1990	12/02/1990				432	Dead	L	1990	
V41	f	17/01/1990		01/03/1994			D88	Remove	Q	1990	
i90G01	m	18/01/1990		30/01/1990			G01	Remove	I	1990	
T31	m	18/01/1990		26/02/1992			A57	Remove	L	1990	
V46	f	19/01/1990		03/02/1992			I01	Remove	T	1990	
V26	m	19/01/1990		10/03/1992			J37	Remove	L	1990	
i90I12	f	20/01/1990	15/01/1991				I12	Dead	F	1990	
T37	m	20/01/1990		24/02/1992			E98	Remove	L	1990	
T69	f	20/01/1990		11/03/1992			A94	Remove	L	1990	
V07	m	20/01/1990		16/02/1994			G25	Remove	Q	1990	
T26	m	20/01/1990		20/01/1995			K04	Remove	F	1990	
V59	m	20/01/1990	11/11/1999		929		929	Dead	F	1990	
i90D83	f	21/01/1990	26/01/1990				D83	Dead	R	1990	
V42	m	21/01/1990	09/10/1991				I72	Dead	R	1990	
V43	f	21/01/1990		15/02/1994			I42	Remove	Q	1990	
i90F14	f	22/01/1990		08/02/1990			F14	Remove	I	1990	
i90B59	f	22/01/1990		27/02/1990			B59	Remove	I	1990	
T49	m	22/01/1990		27/01/1992			941	Remove	T	1990	
T62	f	22/01/1990		24/02/1992			709	Remove	L	1990	
i90H41	m	23/01/1990		01/02/1990			H41	Remove	I	1990	
i90A47	f	23/01/1990		06/02/1990			A47	Remove	I	1990	
i90H38	m	23/01/1990	15/06/1990				H38	Dead	S	1990	
i90F20	m	24/01/1990	24/01/1990				F20	Dead	F	1990	
T79	m	24/01/1990		25/01/1994			H56	Remove	Q	1990	
i90I90	m	25/01/1990		31/01/1990			I90	Remove	I	1990	
T32	f	25/01/1990	26/04/1993				D15	Dead	L	1990	
i90D05	f	26/01/1990	26/01/1990				D05	Dead	I	1990	
T36	f	26/01/1990		24/02/1992			I77	Remove	L	1990	
V02	m	26/01/1990		04/03/1992			H82	Remove	L	1990	
T40	m	26/01/1990		11/03/1992			965	Remove	L	1990	
T64	m	26/01/1990		11/03/1992			844	Remove	L	1990	
i90A31	m	27/01/1990		30/01/1990			A31	Remove	I	1990	
i90H35	f	27/01/1990		30/01/1990			H35	Remove	I	1990	
i90G73	m	27/01/1990		05/02/1990			G73	Remove	I	1990	
i90K09	f	27/01/1990	15/01/1991				K09	Dead	F	1990	
T96	m	27/01/1990		20/01/1995			H02	Remove	R	1990	
i90D76	f	28/01/1990		05/02/1990			D76	Remove	I	1990	
i90952	f	29/01/1990		01/03/1990			952	Remove	I	1990	
i90G17	m	29/01/1990	10/05/1990				G17	Dead	R	1990	
i90J45	f	29/01/1990	05/06/1990				J45	Dead	F	1990	
T78	f	29/01/1990	17/03/1992				526	Dead	Q	1990	
V19	m	29/01/1990		01/02/1995			H95	Remove	F	1990	
T50	m	30/01/1990		27/01/1992			D85	Remove	T	1990	
i90B13	m	30/01/1990	01/01/1991				B13	Dead	Q	1990	
V52	m	30/01/1990	30/04/1994				K46	Dead	Q	1990	
V61	f	30/01/1990	10/06/1996				777	Dead	R	1990	
T58	m	30/01/1990		26/01/1995			K28	Remove	R	1990	
V22	f	31/01/1990		09/03/1992			I10	Remove	L	1990	
V54	f	31/01/1990		26/01/1994			D50	Remove	Q	1990	
V67	f	31/01/1990		21/02/1994			C13	Remove	Q	1990	
i90D86	f	01/02/1990	20/02/1990				D86	Dead	T	1990	
V33	m	01/02/1990		24/02/1992			F30	Remove	L	1990	
V39	m	01/02/1990		18/01/1994			970	Remove	Q	1990	
i90I33	f	02/02/1990		01/03/1990			I33	Remove	I	1990	
T33	m	02/02/1990		11/03/1992			F07	Remove	L	1990	
i90J42	f	03/02/1990		12/02/1990			J42	Remove	I	1990	
i90G19	f	03/02/1990	10/08/1990				G19	Dead	Q	1990	
T42	m	03/02/1990		24/02/1992			D16	Remove	L	1990	
T97	m	04/02/1990		27/01/1992			D80	Remove	T	1990	
T38	m	04/02/1990		26/02/1992			H80	Remove	L	1990	
V56	m	05/02/1990		25/01/1994			H03	Remove	Q	1990	
i90G51	m	06/02/1990		06/02/1990			G51	Remove	I	1990	
T27	f	06/02/1990		19/03/2002	E65		E65	Remove	F	1990	
T41	m	07/02/1990		11/03/1992			A58	Remove	L	1990	
T39	f	07/02/1990	15/03/1995				I11	Dead	L	1990	
T75	f	07/02/1990		11/01/1995			F23	Remove	F	1990	
V03	f	08/02/1990		25/01/1994			K48	Remove	Q	1990	
V00	f	09/02/1990		24/02/1992			I82	Remove	L	1990	
T90	m	09/02/1990		20/01/1995	H71		H71	Remove	F	1990	
T28	f	09/02/1990	06/06/2001		A71		A71	Dead	F	1990	
i90H61	f	11/02/1990		12/02/1990			H61	Remove	I	1990	
i90D90	f	11/02/1990		27/02/1990			D90	Remove	I	1990	
i90I88	f	12/02/1990	02/05/1990				I88	Dead	F	1990	
V11	f	12/02/1990		18/01/1994			H54	Remove	Q	1990	
i90H48	f	13/02/1990	01/03/1990				H48	Dead	T	1990	
T47	f	13/02/1990		24/02/1992			J77	Remove	L	1990	
V01	f	13/02/1990		24/02/1992			H85	Remove	L	1990	
T80	f	13/02/1990		18/01/1994			G31	Remove	Q	1990	
V21	m	14/02/1990		11/03/1992			660	Remove	L	1990	
T70	f	15/02/1990		11/03/1992			K23	Remove	L	1990	
V32	m	15/02/1990		11/03/1992			I28	Remove	L	1990	
i90J58	m	17/02/1990		17/02/1990			J58	Remove	I	1990	
V50	f	17/02/1990		27/01/1992			K15	Remove	T	1990	
T46	f	19/02/1990		11/03/1992			671	Remove	L	1990	
V10	m	19/02/1990		10/02/1994			D59	Remove	Q	1990	
T30	m	19/02/1990		05/03/2002			J97	Remove	F	1990	
V47	f	20/02/1990		29/01/1992			B66	Remove	T	1990	
T44	m	21/02/1990		11/03/1992			G82	Remove	L	1990	
i90J91	f	22/02/1990					J91	Dead	F	1990	data incomplete
V25	f	23/02/1990		24/02/1992			K30	Remove	L	1990	
i90J70	m	24/02/1990		01/03/1990			J70	Remove	I	1990	
V40	m	24/02/1990	01/04/1992				K62	Dead	Q	1990	
T73	f	24/02/1990	30/03/1994				F82	Dead	F	1990	
V73	m	24/02/1990		02/02/1994			E66	Remove	F	1990	
T74	m	25/02/1990		20/01/1995			874	Remove	F	1990	
T89	m	25/02/1990		01/02/1995			I68	Remove	F	1990	
V49	f	01/03/1990		27/01/1992			I09	Remove	T	1990	
T92	m	01/03/1990	16/12/1992				J28	Dead	F	1990	
T71	m	01/03/1990	13/01/1997				E67	Dead	F	1990	
V64	m	02/03/1990		27/01/1992			C62	Remove	T	1990	
i90F29	f	02/03/1990	15/01/1991				F29	Dead	L	1990	
T43	f	02/03/1990		24/02/1992			G65	Remove	L	1990	
V70	f	02/03/1990		26/02/1992			J83	Remove	L	1990	
T35	m	02/03/1990		10/03/1992			A86	Remove	L	1990	
V62	m	02/03/1990		11/03/1992			J84	Remove	L	1990	
i90B60	u	06/03/1990	07/03/1990				B60	Dead	R	1990	
V27	f	06/03/1990		24/02/1992			K37	Remove	L	1990	
V18	m	09/03/1990		01/02/1995			974	Remove	F	1990	
i90869	f	12/03/1990	14/03/1990				869	Dead	S	1990	
i90F83	f	12/03/1990	25/05/1990				F83	Dead	F	1990	
V38	f	14/03/1990	30/07/1991				741	Dead	Q	1990	
T81	m	14/03/1990		18/01/1994			D89	Remove	Q	1990	
V69	f	15/03/1990		12/03/1992			G61	Remove	L	1990	
i90J89	f	16/03/1990	21/05/1990				J89	Dead	F	1990	
V17	f	16/03/1990		27/01/1992			D74	Remove	T	1990	
T60	m	17/03/1990		03/02/1992			633	Remove	T	1990	
V48	m	18/03/1990		29/01/1992			I81	Remove	T	1990	
i90454	m	19/03/1990	17/08/1990				454	Dead	T	1990	
V12	m	20/03/1990		16/02/1994			747	Remove	Q	1990	
V68	f	22/03/1990		16/02/1994			B11	Remove	Q	1990	
T25	f	23/03/1990	01/05/1991				K08	Dead	F	1990	
T34	m	24/03/1990		24/02/1992			G40	Remove	L	1990	
T48	m	26/03/1990		27/01/1992			G14	Remove	T	1990	
V13	f	26/03/1990		11/03/1992			964	Remove	L	1990	
T91	m	26/03/1990	28/02/1994				I07	Dead	F	1990	
T85	f	26/03/1990		07/03/2002	J71		J71	Remove	S	1990	
T68	m	27/03/1990		24/02/1992			G35	Remove	L	1990	
V31	m	28/03/1990		02/03/1992			I05	Remove	L	1990	
i90J20	m	30/03/1990	18/06/1990				J20	Dead	L	1990	
i90E78	f	02/04/1990	09/05/1990				E78	Dead	F	1990	
V28	m	02/04/1990		04/03/1992			G32	Remove	L	1990	
V66	f	02/04/1990		11/01/1995			987	Remove	F	1990	
i90693	f	03/04/1990	15/06/1990				693	Dead	F	1990	
V36	f	03/04/1990	05/12/2011				D69	Dead	F	1990	
T63	m	09/04/1990		11/03/1992			K35	Remove	L	1990	
V09	m	09/04/1990		07/02/1994			I00	Remove	Q	1990	
V35	f	11/04/1990	20/02/1994				C39	Dead	F	1990	
T65	m	12/04/1990		04/03/1992			A65	Remove	L	1990	
i90J79	m	23/04/1990	09/08/1990				J79	Dead	L	1990	
T59	m	08/05/1990		20/01/1995			H74	Remove	F	1990	
T76	f	11/05/1990		01/02/1995			G42	Remove	F	1990	
i90587	f	13/05/1990	02/07/1990				587	Dead	T	1990	
V20	m	16/05/1990		20/01/1995			J96	Remove	F	1990	
S96	f	02/01/1989	18/07/2006		G68	G33	G68	Dead	R	1989	
R53	f	15/01/1989	23/04/1990		I56	G26	I56	Dead	S	1989	
R27	f	21/02/1989		03/02/2004	I95	G21	I95	Remove	S	1989	
S90	m	28/02/1989		01/02/1995		F32	G42	Remove	F	1989	
R74	f	28/02/1989		07/03/2002		F32	725	Remove	F	1989	
R51	f	20/12/1988	28/11/1995		E04	F26	E04	Dead	S	1989	
S97	f	23/01/1989	26/10/1998		C12	F05	C12	Dead	R	1989	
S18	m	07/12/1988		07/03/2002	G17	E97	G17	Remove	R	1989	
S79	m	24/01/1989	12/01/2001			E93	I71	Dead	R	1989	
S65	f	04/03/1989		04/02/1992		E92	H48	Remove	T	1989	
R98	f	07/02/1989		02/03/1992		D78	G65	Remove	L	1989	
R93	m	14/02/1989		13/01/1995		D71	H54	Remove	Q	1989	
S47	m	14/02/1989	01/09/2002		A71	D38	A71	Dead	F	1989	
T07	f	10/01/1989		24/02/1992		C99	G32	Remove	L	1989	
T16	m	23/02/1989	25/05/2001			C99	D12	Dead	L	1989	
R64	f	27/02/1989	01/04/2002			C98	723	Dead	F	1989	
R71	f	25/03/1989	23/04/1999		I70	C98	I70	Dead	F	1989	
S20	m	16/01/1989		25/01/1994	897	C78	897	Remove	R	1989	
S75	m	02/02/1989		20/01/1995	D97	C78	D97	Remove	R	1989	
S54	f	24/02/1989	16/03/2009		B60	C78	B60	Dead	R	1989	
S74	m	27/04/1989		20/01/1995	J69	C78	J69	Remove	R	1989	
S07	m	02/01/1989	24/11/1992		869	C77	869	Dead	S	1989	
S55	f	18/01/1989		21/02/2002	D75	C77	D75	Remove	R	1989	
R61	f	17/01/1989	05/01/1998			C56	838	Dead	F	1989	
S16	f	02/04/1989	10/03/2009		D69	C56	D69	Dead	F	1989	
S15	m	08/01/1989		20/01/1995	I12	C18	I12	Remove	F	1989	
R67	m	21/01/1989	04/09/1997			C18	C39	Dead	F	1989	
R65	f	22/01/1989	04/08/2011		H74	C18	H74	Dead	F	1989	
S60	m	26/02/1989		15/03/2002	F74	C18	F74	Remove	F	1989	
S59	f	06/03/1989		21/02/2002		C18	E78	Remove	F	1989	
R68	f	20/03/1989		06/03/2002		C18	I07	Remove	F	1989	
S10	m	21/02/1989	02/02/1995		I21	B76	I21	Dead	S	1989	
S37	f	09/01/1989	21/11/2003		953	B01	953	Dead	S	1989	
S81	m	22/01/1989	23/07/2009		H02	A92	D92	Dead	R	1989	
S56	m	08/02/1989	19/06/2004		B10	A87	B10	Dead	R	1989	
R78	f	21/12/1988		28/02/2002		A66	F83	Remove	F	1989	
R79	f	05/02/1989		06/03/2002	C30	A66	C30	Remove	F	1989	
R70	m	28/05/1989	23/12/2011		985	A66	985	Dead	F	1989	
S76	m	24/01/1989	28/10/2011		D07	A48#	D07	Dead	R	1989	
S78	m	25/02/1989	12/08/2001		777	A48#	777	Dead	R	1989	
S73	f	18/01/1989	20/02/2001		971	A34	971	Dead	R	1989	
S89	m	07/03/1989		08/02/1995	D98	875	D98	Remove	S	1989	
S19	m	09/01/1989		08/02/1995		864	893	Remove	Q	1989	
R59	f	19/01/1989	02/11/2007		874	843	874	Dead	F	1989	
R52	m	19/01/1989	08/01/1992		H38	761	H38	Dead	S	1989	
S11	f	24/01/1989	02/07/1996		B64	761	B64	Dead	S	1989	
S38	m	19/03/1989		13/01/1995	G80	722	G80	Remove	S	1989	
S09	m	27/03/1989	02/02/1994		470	722	470	Dead	S	1989	
S94	m	31/01/1989	07/12/1998			717	B13	Dead	Q	1989	
T10	m	13/03/1989		02/03/1995		536	896	Remove	Q	1989	
S83	f	18/03/1989		27/01/1992		536	633	Remove	T	1989	
i89E66	m	18/11/1988	18/11/1988				E66	Dead	F	1989	
T12	f	10/12/1988		28/02/2002	931		931	Remove	F	1989	
i89D83	f	11/12/1988	11/12/1988				D83	Dead	R	1989	
i89C87	m	14/12/1988	14/12/1988				C87	Dead	F	1989	
S24	f	15/12/1988		26/02/1992			709	Remove	L	1989	
R77	m	15/12/1988		26/01/1995			C40	Remove	F	1989	
i89846	m	17/12/1988	17/12/1988				846	Dead	L	1989	
i89B59	m	18/12/1988		15/02/1990			B59	Remove	I	1989	
S43	m	18/12/1988		27/01/1992			D85	Remove	T	1989	
R75	f	18/12/1988	06/09/2006				F19	Dead	F	1989	
R58	m	19/12/1988		24/01/1994			C26	Remove	F	1989	
i89528	f	22/12/1988		15/02/1990			528	Remove	I	1989	
i89950	f	22/12/1988		15/02/1990			950	Remove	I	1989	
i89H61	u	24/12/1988	24/12/1988				H61	Dead	I	1989	
S28	m	24/12/1988		03/03/1992			G61	Remove	L	1989	
i89G73	m	25/12/1988		15/02/1990			G73	Remove	I	1989	
i89C10	f	26/12/1988		15/02/1990			C10	Remove	I	1989	
i89G81	m	29/12/1988	06/02/1989				G81	Dead	L	1989	
S87	f	29/12/1988		11/03/1992			G82	Remove	L	1989	
S30	f	30/12/1988		25/03/1992			A91	Remove	L	1989	
i89F09	f	02/01/1989	02/01/1989				F09	Dead	L	1989	
R90	m	02/01/1989		18/01/1994			798	Remove	Q	1989	
R88	m	04/01/1989		24/02/1994			C13	Remove	Q	1989	
i89H41	m	08/01/1989		15/02/1990			H41	Remove	I	1989	
S51	m	08/01/1989	31/03/1993				803	Dead	R	1989	
R84	m	08/01/1989		25/01/1994			D81	Remove	Q	1989	
R92	f	08/01/1989		17/02/1994			G19	Remove	Q	1989	
i89F14	f	09/01/1989		15/02/1990			F14	Remove	I	1989	
i89G30	m	09/01/1989		15/02/1990			G30	Remove	I	1989	
i89432	f	09/01/1989	03/02/1989				432	Dead	L	1989	
S42	m	09/01/1989		27/01/1992			C58	Remove	T	1989	
S45	m	09/01/1989	11/06/1992				408	Dead	F	1989	
S66	m	10/01/1989		27/01/1992			D86	Remove	T	1989	
S72	f	10/01/1989	22/04/1991				I72	Dead	R	1989	
S48	m	10/01/1989		01/02/1995	F72		F72	Remove	F	1989	
i89G51	m	11/01/1989		15/02/1990			G51	Remove	I	1989	
S52	f	11/01/1989		20/01/1994			I59	Remove	Q	1989	
T23	f	11/01/1989		07/03/1994			D59	Remove	Q	1989	
i89D94	f	12/01/1989		15/02/1990			D94	Remove	I	1989	
S70	f	12/01/1989	30/01/2007				D15	Dead	L	1989	
i89J29	m	13/01/1989	18/01/1989				J29	Dead	F	1989	
R85	m	13/01/1989		25/01/1994			G25	Remove	Q	1989	
i89913	m	14/01/1989		15/02/1990			913	Remove	I	1989	
i89D76	f	14/01/1989		15/02/1990			D76	Remove	I	1989	
R96	m	14/01/1989		24/02/1992			E98	Remove	L	1989	
R81	f	14/01/1989		09/02/1994			741	Remove	Q	1989	
S08	m	14/01/1989		13/01/1995			348	Remove	S	1989	
i89D05	m	15/01/1989		15/02/1990			D05	Remove	I	1989	
i89H88	m	15/01/1989		15/02/1990			H88	Remove	I	1989	
R99	f	15/01/1989		19/03/1992			A94	Remove	L	1989	
S12	m	15/01/1989		02/02/1994			678	Remove	S	1989	
S13	m	15/01/1989		03/02/1994	G11		G11	Remove	S	1989	
T14	m	15/01/1989		15/02/1994			G04	Remove	Q	1989	
S50	m	15/01/1989		01/02/1995			H56	Remove	Q	1989	
i897L	m	16/01/1989	18/03/1989				7L	Dead	F	1989	
R54	m	16/01/1989	01/01/1992				G14	Dead	T	1989	
R83	m	16/01/1989		18/01/1994			D88	Remove	Q	1989	
R56	m	16/01/1989		25/01/1994			699	Remove	F	1989	
R91	f	16/01/1989		21/02/1994			G31	Remove	Q	1989	
R62	f	16/01/1989		11/01/1995			I69	Remove	F	1989	
R72	f	16/01/1989		26/01/1995			F82	Remove	F	1989	
T11	m	16/01/1989		26/01/1995			F33	Remove	Q	1989	
i89D99	m	17/01/1989		15/02/1990			D99	Remove	I	1989	
i89G01	m	17/01/1989		15/02/1990			G01	Remove	I	1989	
i89H75	m	17/01/1989		15/02/1990			H75	Remove	I	1989	
S39	f	17/01/1989		27/01/1992			A27	Remove	T	1989	
S82	f	17/01/1989		29/01/1992			C16	Remove	T	1989	
S69	m	17/01/1989		24/02/1992			A57	Remove	L	1989	
S06	m	17/01/1989		10/03/1992			965	Remove	L	1989	
R66	m	17/01/1989		13/01/1995	929		929	Remove	F	1989	
S46	m	17/01/1989		02/03/1995	G43		G43	Remove	F	1989	
R43	m	18/01/1989		08/02/1990			A43	Remove	I	1989	
i89I98	f	18/01/1989		15/02/1990			I98	Remove	I	1989	
i89J30	m	18/01/1989		15/02/1990			J30	Remove	I	1989	
S34	m	18/01/1989		11/03/1992			H78	Remove	L	1989	
i89A47	m	19/01/1989		15/02/1990			A47	Remove	I	1989	
i89G12	m	19/01/1989		15/02/1990			G12	Remove	I	1989	
S29	m	19/01/1989		16/03/1992			964	Remove	L	1989	
i89941	u	20/01/1989	21/01/1989				941	Dead	T	1989	
T01	f	20/01/1989		16/03/1992			A58	Remove	L	1989	
i89D90	m	21/01/1989		15/02/1990			D90	Remove	I	1989	
T24	m	21/01/1989		09/03/1992			I82	Remove	L	1989	
i89I66	f	22/01/1989	10/03/1989				I66	Dead	F	1989	
R63	f	22/01/1989	03/12/1992				I65	Dead	F	1989	
S44	f	22/01/1989		13/01/1995			F23	Remove	F	1989	
S58	f	22/01/1989		08/02/1995			I44	Remove	F	1989	
i89B11	f	23/01/1989	01/01/1990				B11	Dead	Q	1989	
i89J06	m	24/01/1989		15/02/1990			J06	Remove	I	1989	
S84	f	24/01/1989		29/01/1992			C62	Remove	T	1989	
T15	m	24/01/1989		18/03/1992			F07	Remove	L	1989	
i89F75	f	25/01/1989	31/05/1989				F75	Dead	F	1989	
S03	m	25/01/1989		16/03/1992			405	Remove	L	1989	
T05	f	26/01/1989		02/03/1992			D16	Remove	L	1989	
i89584	m	28/01/1989		15/02/1990			584	Remove	I	1989	
i89C19	m	28/01/1989		15/02/1990			C19	Remove	I	1989	
i89B03	u	29/01/1989	02/02/1989				B03	Dead	F	1989	
R80	f	29/01/1989		26/01/1995			E76	Remove	F	1989	
i89262	u	30/01/1989	31/01/1989				262	Dead	R	1989	
i89I96	m	31/01/1989		15/02/1990			I96	Remove	I	1989	
i89966	m	31/01/1989	02/02/1989				966	Dead	L	1989	
